LSOA,B15 2TH,B18 7QH,B4 6NH,B71 4HJ,B75 7RR,B9 5SS,B98 7UB,BA1 3NG,BA21 4AT,BB10 2PQ,BB2 3HH,BD20 6TD,BD9 6RJ,BH15 2JB,BH7 7DW,BL4 0JR,BL9 7TD,BN11 2DH,BN2 5BE,BN21 2UD,BR6 8ND,BS10 5NB,BS2 8HW,BS23 4TQ,CA2 7HY,CA28 8JG,CB2 0QQ,CH2 1UL,CH49 5PE,CM1 7ET,CM20 1QX,CO4 5JL,CR7 7YE,CT1 3NG,CT9 4AN,CV10 7DJ,CV2 2DX,CV34 5BW,CW1 4QJ,DA2 8DA,DE13 0RB,DE22 3NE,DH1 5TW,DL3 6HX,DN15 7BH,DN2 5LT,DN33 2BA,DT1 2JY,DY1 2HQ,E1 1BB,E11 1NR,E13 8SL,E9 6SR,EN5 3DJ,EX2 5DW,EX31 4JB,FY3 8NR,GL1 3NN,GU16 7UJ,GU2 7XX,HA1 3UJ,HG2 7SX,HP11 2TT,HP21 8AL,HR1 2ER,HU3 2JZ,HX3 0PW,IG3 8YB,IP33 2QZ,IP4 5PD,KT16 0PZ,KT18 7EG,KT2 7QB,L14 5AB,L35 5DR,L39 2JW,L7 8XP,L8 7SS,L9 7AL,LA1 4RP,LA14 4LF,LE1 5WW,LE3 9QP,LE5 4PW,LN2 5QY,LS1 3EX,LU4 0DZ,M13 0JH,M23 9LT,M6 8HD,M8 5RL,ME16 9QQ,ME7 5NY,MK42 9DJ,MK6 5LD,N18 1QX,N19 5NF,NE1 4LP,NE23 6NZ,NE34 0PL,NE63 9FL,NE7 7DN,NE9 6SX,NG17 4JL,NG5 1PB,NG7 2UH,NN1 5BD,NN16 8UZ,NR31 6LA,NR4 7UY,NW1 2BU,NW3 2QG,OL1 2JH,OL6 9RW,OX16 9AL,OX3 9DU,PE21 9QS,PE29 6NT,PE3 9GZ,PE30 4ET,PL6 8DH,PO19 6SE,PO30 5TG,PO6 3LY,PR2 9HT,PR8 6PN,RG1 5AN,RG24 9NA,RH1 5RH,RH16 4EX,RM7 0AG,S10 2JF,S44 5BL,S60 2UD,S75 2EP,S81 0BD,SE1 7EH,SE13 6LH,SE18 4QH,SE5 9RW,SG1 4AB,SK10 3BL,SK2 7JE,SL2 4HL,SM5 1AA,SN3 6BB,SO16 6YD,SO22 5DG,SP2 8BJ,SR4 7TP,SS0 0RY,SS16 5NL,ST16 3SA,ST4 6QG,SW10 9NH,SW17 0QT,SW3 6NP,SW6 6SX,SY3 8XQ,TA1 5DA,TF1 6TF,TN2 4QJ,TN24 0LZ,TN37 7RD,TQ2 7AA,TR1 3LQ,TS19 8PE,TS4 3BW,TW7 6AF,UB1 3HW,UB8 3NN,W12 0HS,W2 1NY,WA5 1QG,WC1N 3JH,WD18 0HB,WF1 4DG,WF13 4HS,WF8 1PL,WN1 2NN,WR5 1DD,WS2 9PS,WV10 0QP,YO12 6QL,YO31 8HE
Birmingham 131D,16.08333264,24.73333344,24.28333344,26.53333344,39.01666608,31.05,17.70000048,103.3499995,160.0166664,152.6666674,140.3333338,173.9333333,165.883333,178.8833333,159.2666669,125.8166664,129.0666672,181.4499994,180.7666661,197.4666672,161.0166672,87.25000032,89.64999936,108.9999994,222.0666667,256.6500005,123.9333336,120.1000003,128.9166667,164.25,148.2833333,185.4999994,156.8999995,202.333333,214.2833328,41.10000048,42.25000032,29.63333376,88.04999952,160.7833339,61.26666624,63.31666608,221.6166667,200.4833333,143.3499998,123.133333,168.7666666,186.8333328,32.89999968,146.8333339,145.633333,156.1999997,150.8333328,122.7500006,158.566667,186.6666672,154.6666661,56.28333312,123.5333333,126.733333,114.0333336,165.3999998,86.94999936,90.6333336,72.04999968,161.8666661,151.8666667,160.6833331,149.4666662,181.966667,112.6333339,130.3166664,131.8999997,121.0166669,115.9833326,125.1333331,127.0333339,125.716667,123.6666672,157.2000005,253.2833338,63.83333376,61.89999984,72.1833336,126.2000002,148.4000006,101.2333334,118.183333,108.8833334,116.6833339,130.0333334,165.6166666,177.2000006,100.9833336,84.26666736,136.8499997,135.6500002,238.9666666,243.4666666,234.9499997,251.3166667,242.9500003,231.3333331,88.8333336,80.08333344,75.30000048,77.0333328,71.6333328,215.6833339,183.8166667,125.3666664,128.4666667,128.5833326,125.6166662,46.48333392,72.23333328,155.4500002,100.8999994,118.966667,160.2999994,201.2499994,168.8499994,204.2166672,151.5166661,138.3833333,140.5333339,110.5833326,121.6166674,142.2333331,162.1166674,156.9500006,119.2333334,96.06666672,110.866667,125.1666662,112.95,137.9166667,167.683333,169.1166672,149.5833336,123.7999997,106.4166667,120.2333328,101.1666672,142.5666672,83.74999968,140.3333338,124.9499995,148.6333339,229.5666662,171.9333331,158.9499994,58.79999952,69.3,128.6833334,147.3333336,128.2999997,125.6833339,73.23333264,132.4166674,59.55000048,161.9166672,184.2333336,218.7499997,180.8000006,266.6666664,205.1500003,201.1166669,120.1166669,112.4000006,104.7833338,115.0166664,121.2333336,110.4666667,131.4499997,113.4499997,140.4833328,143.4500006,135.616667,121.0999997,28.50000048,33.46666704,40.01666688,213.0999998,169.2666662
Birmingham 126C,14.68333296,23.35000032,23.01666624,27.03333312,38.85000048,30.38333328,17.53333344,103.2000005,159.8499994,153.166667,140.8333334,174.433333,165.7500005,178.7166662,159.1166664,126.3166661,129.5833334,181.2833338,180.616667,197.3166667,160.8500002,87.08333328,89.50000032,108.8333338,222.5666664,257.1500002,123.7666666,120.6166666,129.4166664,164.0999995,148.1333328,185.3333338,156.7333339,202.1833339,216.8666669,40.95,42.09999984,29.48333328,88.55000064,160.6333334,61.10000064,63.15000048,221.4666662,200.3333328,143.1999994,122.9833339,168.5999995,186.6833338,32.4,146.6833334,145.4666674,156.0500006,150.6666672,122.5833336,158.4,186.5166667,155.1666672,56.13333264,123.3833328,126.5666674,113.8666666,165.2333328,86.80000032,90.48333312,71.90000064,161.7000005,152.3666664,160.8999998,149.3166672,181.7333338,112.4666669,130.1666674,131.7333326,121.5166666,116.4833338,125.6333328,127.5333336,126.2166667,124.1833334,157.7000002,253.7833334,63.68333328,62.16666624,72.01666656,126.0499997,148.2500002,101.083333,118.6833326,109.3833331,117.1833336,130.5499997,165.4666661,177.0333336,100.8333331,84.10000032,136.7000006,135.4833331,238.7999995,243.2999995,234.7833326,251.55,243.2166667,231.1833326,88.68333312,79.9166664,75.13333344,76.88333376,71.48333376,215.5166669,183.6666662,125.1999994,128.3166662,129.0833338,126.1166674,46.31666688,72.06666624,155.2833331,100.7333338,118.8166666,160.1500003,201.1000003,168.7000003,204.0666667,151.3500005,138.883333,141.0333336,110.4333336,121.4666669,142.0833326,161.9666669,156.7833336,119.0666664,95.89999968,110.7,125.0166672,112.7999995,137.7666662,167.5166674,168.9666667,149.4166666,123.6500006,106.9166664,120.7333339,102.9666672,142.4166667,83.58333264,140.1833333,124.8000005,148.5,229.4166672,171.7666661,158.8000003,59.30000064,69.79999968,128.533333,147.1666666,128.5666661,125.5166669,73.73333376,132.2666669,60.05000016,161.7666667,184.0833331,218.6000006,180.6333336,266.5166674,204.9999998,200.9499998,119.9499998,115.2666662,104.6166667,114.8666674,121.0666666,110.983333,131.7166661,112.3166664,140.3166672,143.3000002,135.45,121.6166674,28.33333344,33.98333328,40.53333312,212.9333328,169.1166672
Birmingham 126B,13.6833336,22.34999952,21.91666608,26.88333264,40.45000032,29.38333392,19.13333328,104.4666662,161.1166666,153.0333331,140.6999995,174.3000005,166.2333336,180.3166661,160.6999997,126.166667,129.433333,182.8833336,182.2000003,198.9,162.4333334,88.36666704,90.76666608,110.0999995,222.4166674,257.0166662,125.3666664,120.4666661,129.2833339,165.6833328,149.7166661,186.9333336,158.3333338,203.7666672,218.4666667,42.53333328,43.68333312,31.06666656,88.40000016,162.2166667,62.70000048,64.75000032,223.0499995,201.9166661,144.7833326,124.5666672,170.1833328,187.9499995,31.40000064,148.2666667,147.0666672,157.6333339,152.266667,124.1833334,159.6666672,187.7833339,155.0333333,57.39999984,124.9666661,128.1666672,115.4666664,166.8333326,88.3833336,92.0666664,73.1666664,163.3000003,152.2333339,161.7500002,150.9000005,183.3999998,114.0666667,131.7500006,133.3333339,121.4000006,116.3499998,125.4833338,127.3999997,126.0833328,124.033333,157.5499997,253.6499995,65.26666656,63.3666672,73.6166664,127.633333,149.85,102.6666662,118.5500002,109.2500006,117.0333331,130.4000006,167.0499994,178.6166669,102.4166664,85.70000016,138.2833339,137.0666664,240.3999994,244.8999994,236.3666674,252.6833333,244.4166662,232.7666674,90.2666664,81.51666624,76.73333328,78.46666704,73.06666704,217.1166667,185.2499995,126.8000006,129.8999995,128.9499998,125.9666669,47.91666672,73.64999952,156.883333,102.3333336,120.3999998,161.7333336,202.3666661,170.2833336,205.65,152.9500003,138.7500005,140.8833331,112.0166669,123.0500002,143.6666674,163.5500002,158.3666669,120.6499997,97.49999952,112.2999998,126.6000005,114.3833328,139.3499995,169.1166672,170.55,151.0166664,125.2333339,106.7833339,120.5833334,104.5500005,144,84.8666664,141.7666666,126.3833338,149.7666672,231.0000005,173.3666674,160.3833336,59.15000016,69.6666672,130.1166662,148.7499998,129.766667,127.1000002,73.58333328,133.5333326,59.89999968,163.35,185.6666664,220.1833339,181.9166674,267.7833331,206.5833331,202.5333331,121.5499997,116.4666672,106.2166666,116.4500006,122.6666664,110.8333339,132.916667,114.8833339,141.916667,144.8833334,137.0499998,121.4666669,29.60000064,33.8333328,40.38333264,211.9666666,170.7000005
Birmingham 120C,15.25000032,23.91666624,23.0333328,28.96666704,42.36666624,29.53333296,21.05000064,106.6999997,163.3666666,155.0999995,142.7666674,176.3666669,168.3,182.2333334,162.616667,128.2333334,131.4999994,184.7999995,184.1166662,200.8166674,164.3666674,90.60000048,92.99999952,112.3499995,224.5000003,259.0833326,127.2833338,122.5333339,131.3500003,167.6000002,151.6333334,188.8499995,160.2499997,205.6833331,220.3833326,44.45000064,45.60000048,32.98333392,90.46666656,164.1333326,64.6166664,66.66666624,224.9666669,203.8333334,146.7,126.3166661,172.1166667,190.183333,33.46666704,150.1833326,148.9833331,159.5499998,154.183333,126.0999994,161.9166672,190.0166674,157.0999997,59.63333328,126.8833334,130.0833331,117.3833338,168.75,90.29999952,93.98333376,75.39999984,165.2166662,154.3000003,164.1166661,152.8166664,185.3166672,115.9833326,133.6666666,135.2499998,123.5000002,118.4166662,127.5500002,129.4666661,128.1500006,126.0999994,159.6166661,255.7166674,67.18333392,65.31666624,75.53333376,129.5500003,151.7499994,104.5833336,120.6166666,111.316667,119.1166661,132.466667,168.9666667,180.5499994,104.3333338,87.61666608,140.1999998,139.0000003,242.3166667,246.8166667,238.2999998,254.6833334,246.3666667,234.6833333,92.18333376,83.4333336,78.65000064,80.38333296,74.98333296,219.0333326,187.1666669,128.7166666,131.4,131.0166662,128.0499998,49.83333264,75.58333344,158.8000003,104.2499995,122.3166672,163.6499995,204.5999995,172.1999995,207.5666674,154.8666662,140.8166669,142.9666661,113.9333328,124.9666661,145.5833333,165.4666661,160.2999994,122.5833336,99.41666688,114.2166672,128.5166664,116.3000002,141.2666669,171.0333331,172.4666674,152.9333338,127.1499998,108.8500003,122.6499998,104.5166674,145.9166674,87.09999984,143.7000005,128.2999997,152.0000006,232.9166664,175.2833333,162.2999995,61.23333312,71.7333336,132.0333336,150.6833338,131.7166661,129.0333326,75.66666624,135.7666661,61.96666608,165.2666674,187.5833338,222.0999998,184.1499994,270.0333331,208.5000005,204.466667,123.466667,118.4833339,108.1333339,118.3666666,124.5833338,112.9000003,134.8666661,116.7999998,143.833333,146.8166674,138.9666672,123.5333333,31.85000064,35.90000064,42.45000048,213.9000005,172.6166664
Birmingham 124D,14.10000048,22.7666664,22.33333296,26.96666688,41.26666608,29.79999936,19.95000048,104.4666662,161.1333331,153.0999994,140.7666672,174.3666667,166.2999998,181.1333333,161.5333334,126.2333333,129.5000006,183.6999994,183.9500006,199.7166672,163.2666672,88.36666704,90.76666608,110.1166661,222.5000002,257.0833339,126.1833336,120.0666672,129.3500002,166.5166666,150.5499998,187.7499994,159.1499995,204.583333,219.0166661,43.36666704,44.50000032,31.90000032,88.4666664,163.0333339,63.51666624,65.56666608,223.8666667,202.7333333,145.5999998,125.2166674,171.0166666,187.9499995,31.74999984,149.0833339,147.883333,158.4499997,153.0833328,125.0000006,159.6833338,187.7833339,155.0999995,57.39999984,125.7999998,128.983333,116.2833336,167.6499998,89.21666736,92.8833336,73.1666664,164.1166661,152.3000002,162.9499997,151.7166662,184.1499994,114.8833339,132.5666664,134.1499997,121.4833334,116.4166661,125.5666666,127.7500003,126.1500005,124.1000006,157.6166674,253.7166672,66.08333376,64.19999952,74.4333336,128.4500002,150.6500006,103.4833334,118.6166664,109.3166669,117.1166674,130.4666669,167.8666666,179.4500006,103.2333336,86.51666736,139.0999997,137.9000002,241.2166666,245.7166666,237.1999997,253.5333336,245.2333334,233.5999997,91.10000016,82.33333344,77.55000048,79.29999936,73.8833328,217.9333339,186.0833333,127.6166664,130.7166667,129.0166661,126.0499997,48.73333392,74.48333328,157.7000002,103.1499994,121.216667,162.5666674,202.3666661,171.1166674,206.4833338,153.7666661,138.8166667,140.9666674,112.8333326,123.8666674,144.4833331,164.3666674,159.2000006,121.4833334,98.31666672,113.116667,127.4166662,115.2166666,140.1666667,169.933333,171.3666672,151.8333336,126.0666662,106.8500002,120.6499997,103.4166672,144.8166672,84.8666664,142.6000003,127.1999995,149.7666672,231.8333328,174.1833331,161.1999994,59.23333296,69.73333344,130.9333334,149.4999994,130.5999994,127.9333339,73.66666608,133.5333326,59.98333392,164.1666672,186.4833336,221.0166662,181.9166674,267.7833331,207.4166669,203.3666669,122.3666669,114.6666672,107.0333338,117.2666664,123.4833336,110.9000002,133.7333328,115.7166662,142.7333328,145.7166672,137.866667,121.5333331,29.6166672,33.90000048,40.45000032,212.8000003,171.5333328
Birmingham 126E,16.36666704,25.03333296,24.58333296,25.06666608,39.4166664,32.06666736,18.09999936,102.5666669,159.2333338,151.2,138.8666664,172.4666674,164.416667,179.2833336,159.6666672,124.3500005,127.6166664,181.8499997,181.1666664,197.8666661,161.3999995,86.46666624,88.88333328,108.2166667,220.5999994,254.5166664,124.3333339,118.1666664,127.4499994,164.6500003,148.6833336,185.8999997,157.2999998,202.7333333,217.4333328,41.49999936,42.65000064,30.03333264,86.5833336,161.1833328,61.66666656,63.7166664,222.016667,200.8833336,143.7500002,123.5333333,169.1500003,186.0666667,31.45000032,147.2333328,146.0333333,156.6,151.2333331,123.1499995,157.783333,185.8999997,153.2000002,55.50000048,123.9333336,127.1333333,114.4333339,165.8000002,87.34999968,91.03333392,71.26666704,162.2666664,150.3999994,160.7333328,149.8666666,182.3666674,113.0333328,130.7166667,132.3,119.5499995,114.5166667,123.6666672,125.5666666,124.2499997,122.2166664,155.7333331,251.8166664,64.23333264,62.31666672,72.58333392,126.6000005,148.7999995,101.6333338,116.716667,107.4166661,115.2166666,128.5833326,166.0166669,177.583333,101.3833339,84.66666624,137.25,136.0333339,239.3666669,243.8666669,235.3333334,251.6666674,243.3500006,231.7333334,89.23333392,80.48333376,75.69999936,77.43333312,72.03333312,216.0833328,184.216667,125.7666667,128.866667,127.1166667,124.1500003,46.8833328,72.61666704,155.8500005,101.2999997,119.3666674,160.6999997,200.4833333,169.2499997,204.6166661,151.9166664,136.9166674,139.0666666,110.983333,122.0166662,142.6333334,162.5166662,157.333333,119.6166672,96.46666704,111.2666674,125.5666666,113.3500003,138.316667,168.0833333,169.5166661,149.9833339,124.2,104.9499994,118.7666669,101.5666661,142.9666661,82.96666704,140.7333326,125.3499998,147.8666664,229.9666666,172.3333334,159.3499997,57.3333336,67.83333264,129.0833338,147.7166674,128.7166666,126.0666662,71.76666672,131.6499998,58.08333312,162.3166661,184.6333339,219.15,180.0166666,265.9000003,205.5500006,201.5000006,120.5166672,115.4499998,105.1833326,115.4166667,121.6333339,109.0166674,131.85,113.85,140.8833331,143.8499995,136.0166674,119.6500003,27.7166664,32.01666624,38.56666608,210.9333326,169.6666666
Birmingham 124E,14.38333344,23.04999936,22.66666704,25.36666704,40.5,30.10000032,19.39999968,102.8666664,159.5333333,151.4999995,139.1666674,172.7666669,164.7,180.5833339,160.9833326,124.6333334,127.8999994,183.15,182.4666667,199.1666664,162.7166664,86.7666672,89.16666624,108.5166662,220.9000003,255.4833326,125.6333328,118.9333339,127.7500003,165.9666672,150.0000005,187.2,158.6000002,204.0333336,218.7333331,42.81666624,43.94999952,31.34999952,86.86666656,162.4833331,62.96666688,65.01666672,223.3166674,202.1833339,145.0500005,124.8333336,170.4666672,186.3499997,31.2333336,148.5333331,147.3333336,157.9000003,152.5333334,124.4499998,158.0666674,186.1833326,153.4999997,55.8,125.2500005,128.4333336,115.7333328,167.1000005,88.66666656,92.3333328,71.56666656,163.5666667,150.7000003,162.3666672,151.1833334,183.6,114.3333331,132.016667,133.6000003,120.2666674,114.8166662,123.9500002,125.8666661,124.5500006,122.4999994,156.0166661,252.1166674,65.53333296,63.61666704,73.8833328,127.8999994,150.0999998,102.9333326,117.0166666,107.716667,115.4999995,128.866667,167.3166672,178.8999998,102.6833328,85.96666656,138.5500003,137.3499994,240.6666672,245.1666672,236.6500003,252.9999994,244.6666661,233.0500003,90.54999936,81.78333264,76.99999968,78.75,73.33333344,217.3833331,185.5333339,127.066667,130.1666674,127.4166662,124.4499998,48.18333312,73.93333392,157.1499994,102.6,120.6666662,162.0166666,200.7666662,170.5666666,205.933333,153.2166667,137.2166669,139.3666661,112.2833333,123.3166666,143.9333338,163.8166666,158.6499998,120.9333326,97.76666736,112.5666662,126.8666669,114.6666672,139.6166674,169.3833336,170.8166664,151.2833328,125.5166669,105.2500003,119.0499998,102.8666664,144.2666664,83.26666656,142.0499995,126.6500002,148.1666674,231.2833334,173.6333338,160.65,57.63333312,68.1333336,130.3833326,149.0333328,130.0166669,127.3833331,72.04999968,131.9333328,58.36666608,163.6166664,185.9333328,220.4666669,180.3166661,266.1833333,206.8666661,202.8166661,121.8166661,114.0833333,106.483333,116.716667,122.9333328,109.3000003,133.1666669,115.1666669,142.1833334,145.1666664,137.3166662,119.9333333,28.01666736,32.30000064,38.85000048,212.2499995,170.9833334
Birmingham 131A,17.26666704,25.93333296,25.44999984,25.7333328,40.70000016,32.96666736,19.38333312,102.5666669,159.9000005,151.8833333,139.5499997,173.1500006,165.0833338,180.5666674,160.9499995,125.0166672,128.2833331,183.1333334,182.4500002,199.1499998,162.6833333,87.14999952,89.55,108.8833334,221.2666661,255.1999997,125.6166662,119.3166662,128.1333326,165.9333326,149.9666674,187.1833334,158.5833336,204.016667,215.9666669,42.78333312,43.93333296,31.3166664,87.25000032,162.4666666,62.95000032,65.00000016,223.2999994,202.1666674,145.0333339,124.816667,170.4500006,186.7333334,32.11666704,148.5166666,147.316667,157.8833338,152.5166669,124.4333333,158.4499997,186.5666664,153.8833334,56.18333376,125.2166674,128.416667,115.7166662,167.0833339,88.63333344,92.31666624,71.95000032,163.5500002,151.0833326,162.3333326,151.1500003,183.6499997,114.3166666,132.0000005,133.5833338,120.2166662,115.2,124.3333339,126.2499998,124.933333,122.8833331,156.3999998,252.4999997,65.5166664,63.58333392,73.86666624,127.8833328,150.0833333,102.9166661,117.4000003,108.0999994,115.8833333,129.2499994,167.3000006,178.8833333,102.6666662,85.95,138.5333338,137.3333328,240.6500006,245.1500006,236.6333338,252.9833328,244.6166664,233.0166672,90.51666624,81.76666608,76.98333312,78.71666688,73.31666688,217.3666666,185.4999994,127.0500005,130.1499994,127.8,124.816667,48.16666656,73.91666736,157.1333328,102.5833334,120.6499997,161.9833334,201.15,170.5333334,205.8999998,153.2000002,137.6000006,139.7333333,112.2666667,123.3,143.9166672,163.8,158.6333333,120.9166661,97.74999936,112.5499997,126.8500003,114.6333326,139.5999994,169.366667,170.7999998,151.2666662,125.4833338,105.6333326,119.4333336,104.0499994,144.2499998,83.65000032,142.0166664,126.6333336,148.5333331,231.2500003,173.6166672,160.6333334,58.01666688,68.51666736,130.3666661,149.0166662,129.9833338,127.3666666,72.43333344,132.3166666,58.74999984,163.5999998,185.9166662,220.4333338,180.6999998,266.566667,206.833333,202.7999995,121.7999995,114.0666667,106.4666664,116.7000005,122.9166662,109.6833326,133.1333338,115.1333338,142.1666669,145.1333333,137.2999997,120.316667,28.38333312,32.68333296,39.2333328,212.2166664,170.9500003
Birmingham 131B,16.61666688,25.2833328,24.65000064,25.10000064,39.44999952,32.33333376,18.13333392,102.6166666,158.6999995,151.2333331,138.9166661,172.516667,164.4500002,179.3166667,159.7000003,124.3833336,127.6499995,181.8833328,181.1999995,197.9000006,161.4333326,86.49999936,88.9166664,108.2499998,220.6333339,255.2166662,124.366667,118.6833326,127.4833339,164.6833334,148.7166667,185.9333328,157.333333,202.7666664,217.4666674,41.53333392,42.68333376,30.0666672,86.61666672,161.2166674,61.69999968,63.74999952,222.0500002,200.9166667,143.7833333,123.5666664,169.2,186.0999998,31.48333344,147.2666674,146.0666664,156.6333331,151.2666662,123.1833326,157.8166661,185.9333328,153.2499998,55.55000016,123.9666667,127.1666664,114.466667,165.8333333,87.3833328,91.06666704,71.31666672,162.2999995,150.4333339,161.0666669,149.8999997,182.3333328,113.0666674,130.7499998,132.3333331,119.4000005,114.5666664,123.7000003,125.6166662,124.2833328,122.2499995,155.7666662,251.8499995,64.2666672,62.16666624,72.61666704,126.6333336,148.8333326,101.6666669,116.7666667,107.4500006,115.2499997,128.6166672,166.05,177.6333326,101.416667,84.69999936,137.2833331,136.0833336,239.4,243.9,235.3833331,251.716667,243.2000002,231.7666666,89.26666704,80.51666688,75.73333392,77.46666624,72.06666624,216.1166674,184.2500002,125.7999998,128.9000002,127.1499998,124.1833334,46.91666736,72.66666672,155.8833336,101.3333328,119.4000005,160.7333328,200.5166664,169.2833328,204.6500006,151.9499995,136.966667,139.0999997,111.0166661,122.0499994,142.6666666,162.5499994,157.3833326,119.6666669,96.50000016,111.3000005,125.5999997,113.3833334,138.3500002,168.1166664,169.5500006,150.016667,124.2333331,105.0000005,118.8,102.8000002,143.0000006,83.00000016,140.7666672,125.383333,147.8999995,229.9999997,172.3666666,159.3833328,57.36666672,67.8666672,129.1166669,147.766667,128.5499995,126.1166674,71.79999984,131.683333,58.11666624,162.3500006,184.666667,219.1833331,180.0499997,265.9333334,205.5833338,201.5500003,120.5500003,115.4333333,105.2166672,115.4499998,121.666667,109.0500005,131.6999995,113.8833331,140.9166662,143.8833326,136.0500005,119.6833334,27.74999952,32.04999936,38.60000064,210.9666672,169.6999997
Birmingham 131C,18.06666624,26.7333336,25.49999952,26.55,38.94999984,32.04999936,17.84999952,103.5,160.1500003,152.7000005,140.3666669,173.9666664,165.8999995,179.0333338,159.4166674,125.833333,129.1000003,181.5999998,180.9166666,197.6166662,161.1499997,87.33333312,89.79999984,109.1499998,222.0833333,256.0000003,124.0833326,119.6666669,128.9333333,164.4000005,148.4333338,185.6499998,157.05,202.4833334,217.183333,41.24999952,42.39999936,29.7833328,88.06666608,160.933333,61.41666672,63.46666656,221.7666672,200.6333338,143.5000003,123.2833334,168.9000005,186.9833333,32.9333328,146.983333,145.7833334,156.3500002,150.9833333,122.8999997,158.6999995,186.8166662,154.7000006,56.4333336,123.6833338,126.8833334,114.1833326,165.5500003,87.09999984,90.78333264,72.20000016,162.0166666,151.8999998,160.8000005,149.6166667,182.1166661,112.783333,130.4666669,132.0500002,121.05,116.0166672,125.1499997,127.066667,125.7333336,123.7000003,157.216667,253.3166669,63.9833328,62.06666688,72.33333264,126.3500006,148.5499997,101.3833339,118.2166661,108.9166666,116.7000005,130.0666666,165.766667,177.3333331,101.1333326,84.4166664,137.0000002,135.7833326,239.116667,243.616667,235.0833336,251.4833338,243.1166674,231.4833336,88.98333264,80.23333392,75.43333296,77.18333328,71.78333328,215.833333,183.9666672,125.5166669,128.6166672,128.6000006,125.6333328,46.63333296,72.3666672,155.6000006,101.0499998,119.1166661,160.4499998,201.3999998,168.9999998,204.3666662,151.6666666,138.4166664,140.5500005,110.7333331,121.7666664,142.3833336,162.2666664,157.0833331,119.3666674,96.2166672,111.0166661,125.3166667,113.1000005,138.0666672,167.8333334,169.2666662,149.7166661,123.9500002,106.4499998,120.2499994,103.2666667,142.7166662,83.90000016,140.4833328,125.1,148.783333,229.7166667,172.0833336,159.0999998,58.81666608,69.31666656,128.8333339,147.4666661,128.4666667,125.8166664,73.25000064,132.5666664,59.56666704,162.0666662,184.3833326,218.9000002,180.9499997,266.8166669,205.2999994,201.2499994,120.2666674,112.5166666,104.9333328,115.1666669,121.3666661,110.4999998,131.6166667,113.6000002,140.6333333,143.5999997,135.7666661,121.1333328,28.63333296,33.50000016,40.05,210.6833328,169.4166667
Birmingham 124B,12.28333392,20.94999984,20.49999984,25.33333392,40.16666736,27.9833328,21.56666688,102.8333333,159.5000002,151.4666664,139.1333328,172.7333338,164.6666669,182.7499997,163.1499998,124.6000003,127.8666662,185.3333338,184.6500005,201.3500002,164.8833336,86.73333264,89.13333312,108.4833331,220.8666672,255.4499995,127.8,118.8999994,127.7166672,168.133333,152.1666662,189.3833338,160.7666674,206.2166674,220.9000003,44.98333344,46.13333328,33.51666672,86.85,164.6666669,65.13333264,67.18333392,225.4999997,204.3666662,147.2333328,126.8333338,172.633333,186.3166666,29.58333264,150.7166669,149.4999994,160.0833326,154.7000006,126.6333336,158.0499994,186.1499995,153.4666666,55.76666688,127.4166662,130.5999994,117.9,169.2666662,90.83333376,94.51666656,71.53333344,165.7500005,150.6666672,164.2000003,153.3500006,185.7666672,116.5000003,134.1999994,135.7833326,119.8166674,114.7833331,123.9333336,125.833333,124.5166661,122.4666662,155.9999995,252.0833328,67.71666672,65.79999936,76.05,130.0833331,152.2833336,105.1166664,116.9833334,107.6833339,115.483333,128.8333339,169.4999995,181.066667,104.8666666,88.15000032,140.7333326,139.5166666,242.833333,247.333333,238.8166661,255.1666666,246.8499998,235.2166661,92.71666656,83.94999984,79.16666688,80.9166672,75.5166672,219.5500003,187.6999997,129.2499994,132.3499997,127.3833331,124.4166667,50.35000032,76.09999968,159.3166666,104.7666672,122.85,164.1833338,200.7333331,172.7333338,208.1000002,155.3833339,137.1833338,139.333333,114.466667,125.5000003,146.1166661,166.0000003,160.816667,123.0999998,99.93333312,114.7333334,129.0500006,116.833333,141.7999997,171.5666674,173.0000002,153.45,127.6833326,105.2166672,119.0333333,107.0000006,146.4500002,83.23333344,144.2166667,128.8333339,148.1166662,233.4500006,175.7999995,162.8333338,57.6,68.10000048,132.5666664,151.2,132.2000006,129.5500003,72.03333312,131.8999997,58.34999952,165.8000002,188.1166666,222.6333326,180.283333,266.1666667,209.0333333,204.9833333,123.9999998,116.266667,108.6500002,118.8999994,125.1,109.2666672,135.3500006,117.3333326,144.3500006,147.3333336,139.4833334,119.9000002,27.9833328,32.26666608,38.81666736,214.4166667,173.1500006
